Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Elias,108,339690,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Basileios,213,339675,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Basileios,211,339673,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Basileios,212,339674,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Anonymus,635,339668,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Anonymus,632,339667,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Anonymi,174,339696,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): were inhabitants and tax-payers at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Andreas,108,339686,Ardameri (Chalkidike),,,Lavra,213.4,Ardameri (Chalkidike): was an inhabitant and tax-payer at the kastron of Ardameri (Chalkidike),Does not specify presence,,,
Anonymus,640,339694,Peristerai (Chalkidike),,,Lavra,214.12,Peristerai (Chalkidike): was oikonomos of the metochion of the Lavra at Peristerai (Chalkidike),Dignity,,,
Theophylaktos,114,339695,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,214.13,Athos: Great Lavra: was hegoumenos of the  Great Lavra,Dignity,,,
Ioannes,375,339700,Smolenoi,,,Lavra,"222.1, 223.9","Smolenoi: was strategos and anagrapheus of Thessalonike, Serres and Smolenoi",Dignity,,,
Ioannes,375,339701,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,"222.1, 223.9","Thessalonike: was strategos and anagrapheus of Smolenoi, Serres and Thessalonike",Dignity,,,
Ioannes,375,339702,Serres (Macedonia),https://pleiades.stoa.org/places/501616,,Lavra,"222.1, 223.9","Serres (Macedonia): was strategos and anagrapheus of Smolenoi, Thessalonike and Serres (Macedonia)",Dignity,,,
Bartholomaios,106,339709,Hierissos: Saviour,,,Lavra,223.6,Hierissos: Saviour: was hegoumenos of the metochion of the monastery of Kaliourgou dedicated to the  Saviour,Dignity,,,
Barnabas,103,339710,Hierissos: Lavra metochion,,,Lavra,225.10,Hierissos: Lavra metochion: was oikonomos of the  Lavra metochion,Dignity,,,
Theodoretos,101,339711,Athos: Xeropotamou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/733812,Lavra,225.13,Athos: Xeropotamou: was megas oikonomos of  Xeropotamou,Dignity,,,
Demetrios,155,339712,Ozolimne (Chalkidike),,,Lavra,225.13,Ozolimne (Chalkidike): was oikonomos of the metochion of Xeropotamou at Ozolimne (Chalkidike),Dignity,,,
Anonymus,641,339713,Athos: Xeropotamou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/733812,Lavra,225.15,Athos: Xeropotamou: was hegoumenos of  Xeropotamou,Dignity,,,
Maria,163,339715,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,225.6-7,Athos: Great Lavra: donated a field and all her possessions to the  Great Lavra,Does not specify presence,,,
Konstantinos,235,339716,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,225.6-7,Athos: Great Lavra: donated a field and all his possessions to the  Great Lavra,Does not specify presence,,,
Anonymus,642,339714,Hierissos,,,Lavra,226.35,Hierissos: was bishop of Hierissos,Dignity,,,
Eugenios,102,339721,Constantinople: Kosmidion,,,Lavra,233.1,Constantinople: Kosmidion: was hegoumenos of the monastery of the Anargyroi  Kosmas and Damianos,Dignity,,,
Ioannes,376,339728,Platanos (Prinarion),,,Lavra,233.11,Platanos (Prinarion): sold to <Benediktos 101> and the monastery of the Amalfitans the property of Platanos (Prinarion),Does not specify presence,,,
Hilarion,105,339729,Platanos (Prinarion),,,Lavra,233.11,Platanos (Prinarion): sold to <Benediktos 101> and the monastery of the Amalfitans the property of Platanos (Prinarion),Does not specify presence,,,
Eugenios,102,339727,Platanos (Prinarion),,,Lavra,233.11,Platanos (Prinarion): sold to <Benediktos 101> and the monastery of the Amalfitans the property of Platanos (Prinarion),Does not specify presence,,,
David,112,339730,Platanos (Prinarion),,,Lavra,233.11,Platanos (Prinarion): sold to <Benediktos 101> and the monastery of the Amalfitans the property of Platanos (Prinarion),Does not specify presence,,,
Benediktos,101,339726,Platanos (Prinarion),,,Lavra,233.11,Platanos (Prinarion): purchased from Kosmidion the property of Platanos (Prinarion),Does not specify presence,,,
Ioannes,376,339722,Constantinople: Kosmidion,,,Lavra,233.3,Constantinople: Kosmidion: was a monk and presbyter at the monastery of  Kosmas and Damianos at Paulinou,Dignity,,,
Hilarion,105,339723,Constantinople: Kosmidion,,,Lavra,233.3,Constantinople: Kosmidion: was a monk at the monastery of  Kosmas and Damianos at Paulinou,Does not specify presence,,,
David,112,339724,Constantinople: Kosmidion,,,Lavra,233.3,Constantinople: Kosmidion: was a monk at the monastery of  Kosmas and Damianos at Paulinou,Does not specify presence,,,
Benediktos,101,339725,Athos: Amalphenon,https://pleiades.stoa.org/places/501365,,Lavra,233.8,Athos: Amalphenon: was hegoumenos of the imperial monastery of  Amalphenon,Dignity,,,
Konstantinos,236,339733,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Lavra,235.63,Constantinople: Hagia Sophia: was presbyter of the Blachernai and of  Hagia Sophia,Dignity,,,
Ioannes,378,339736,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Lavra,235.65,Constantinople: Hagia Sophia: was deacon of the Blachernai and of  Hagia Sophia,Dignity,,,
Leon,177,339740,Ta Adrinou (Thrace),,,Lavra,"243.11, 261.11",Ta Adrinou (Thrace): was granted a klasma of 334 modioi in the village of Ta Adrinou (Thrace),Does not specify presence,,,
Basileios,214,339770,West,,,Lavra,"243.16, 261.14",West: was exisotes of the West,Dignity,,,
Stephanos,151,339746,Mesolimna (near Thessalonike),,,Lavra,246.7,Mesolimna (near Thessalonike): owned the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Othon,101,339747,Mesolimna (near Thessalonike),,,Lavra,246.7,Mesolimna (near Thessalonike): was granted by <Nikephoros 3> the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Leon,178,339748,Mesolimna (near Thessalonike),,,Lavra,246.7,Mesolimna (near Thessalonike): was granted by <Nikephoros 3> the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Leon,177,339743,Mesolimna (near Thessalonike),,,Lavra,"246.7, 262.38",Mesolimna (near Thessalonike): was granted by <Alexios 1> the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Konstantinos,237,339744,Mesolimna (near Thessalonike),,,Lavra,"246.7, 262.43",Mesolimna (near Thessalonike): was ordered by <Alexios 1> to transfer to <Leon 177> the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Stephanos,151,339745,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,246.8,Thessalonike: hailed from or resided in Thessalonike,Does not specify presence,,,
Leon,177,339751,Mesolimna (near Thessalonike),,,Lavra,"247.28, 262.38",Mesolimna (near Thessalonike): requested and was granted a chrysobull by <Alexios 1> confirming his ownership of the estate of Mesolimna (near Thessalonike),Does not specify presence,,,
Timotheos,102,339760,Kellia (near Hierissos),,,Lavra,253.10,Kellia (near Hierissos): claimed for Iveron the locality of Kellia (near Hierissos),Does not specify presence,,,
Nikolaos,217,339758,Kellia (near Hierissos),,,Lavra,253.10,Kellia (near Hierissos): claimed for Iveron the locality of Kellia (near Hierissos),Does not specify presence,,,
Job,101,339759,Kellia (near Hierissos),,,Lavra,253.10,Kellia (near Hierissos): claimed for Iveron the locality of Kellia (near Hierissos),Does not specify presence,,,
Ignatios,112,339761,Kellia (near Hierissos),,,Lavra,253.10,Kellia (near Hierissos): claimed for Iveron the locality of Kellia (near Hierissos),Does not specify presence,,,
Timotheos,101,339756,Kellia (near Hierissos),,,Lavra,253.6,Kellia (near Hierissos): claimed for Lavra the locality of Kellia (near Hierissos),Does not specify presence,,,
Theodoros,206,339755,Kellia (near Hierissos),,,Lavra,253.6,Kellia (near Hierissos): claimed for Lavra the locality of Kellia (near Hierissos),Does not specify presence,,,
Timotheos,101,339763,Kellia (near Hierissos),,,Lavra,254.20,Kellia (near Hierissos): was presented with the contested locality of Kellia (near Hierissos),Does not specify presence,,,
Theodoros,206,339762,Kellia (near Hierissos),,,Lavra,254.20,Kellia (near Hierissos): was presented with the contested locality of Kellia (near Hierissos),Does not specify presence,,,
Georgios,233,339754,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Lavra,254.43,Constantinople: Hagia Sophia: was kouboukleisos of the Great Church of  Hagia Sophia,Does not specify presence,,,
Leon,177,339764,Abydos,https://pleiades.stoa.org/places/501325,,Lavra,258.3,Abydos: was katepano of Abydos,Dignity,,,
Leon,177,339765,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Lavra,258.4,Larissa (Thessaly): defended against <Bohemond 61> the kastron of Larissa (Thessaly),Specifies presence,,,
Petros,138,339767,Chostiane (Moglena),,,Lavra,258.6,Chostiane (Moglena): prepared a praktikon for the chorion of Chostiane (Moglena),Does not specify presence,,,
Leon,177,339768,Chostiane (Moglena),,,Lavra,"258.6, 262.28",Chostiane (Moglena): was granted (by <Alexios 1>) the chorion of Chostiane (Moglena),Does not specify presence,,,
Leon,177,339772,Ano (Macedonia),,,Lavra,262.20,Ano (Macedonia): was granted by <Alexios 1> the proasteion of Ano (Macedonia),Does not specify presence,,,
Leon,177,339774,Ta Adrinou (Thrace),,,Lavra,262.47-48,"Ta Adrinou (Thrace): bequeathed to his children (<Anonymi 177>, <Nikephoros 160>) his klasma of 334 modioi at Ta Adrinou (Thrace)",Does not specify presence,,,
Leon,177,339773,Ano (Macedonia),,,Lavra,262.48,"Ano (Macedonia): bequeathed to his children (<Anonymi 177>, <Nikephoros 160>) his proasteion of Ano (Macedonia)",Does not specify presence,,,
Leon,177,339775,Chostiane (Moglena),,,Lavra,262.48,"Chostiane (Moglena): bequeathed to his children (<Anonymi 177>, <Nikephoros 160>) his chorion of Chostiane (Moglena)",Does not specify presence,,,
Leon,177,339776,Mesolimna (near Thessalonike),,,Lavra,262.48-49,"Mesolimna (near Thessalonike): bequeathed to his children (<Anonymi 177>, <Nikephoros 160>) his proasteion of Mesolimna (near Thessalonike)",Does not specify presence,,,
Nikephoros,160,339914,Ta Adrinou (Thrace),,,Lavra,262.56-57,Ta Adrinou (Thrace): was bequeathed by his father <Leon 177> and had confirmed by chrysobull the klasma of 334 modioi at Ta Adrinou (Thrace),Does not specify presence,,,
Anonymi,177,339778,Ta Adrinou (Thrace),,,Lavra,262.56-57,Ta Adrinou (Thrace): were bequeathed by their father <Leon 177> and had confirmed by chrysobull the klasma of 334 modioi at Ta Adrinou (Thrace),Does not specify presence,,,
Nikephoros,160,339913,Ano (Macedonia),,,Lavra,262.57,Ano (Macedonia): was bequeathed by his father <Leon 177> and had confirmed by chrysobull the proasteion of Ano (Macedonia),Does not specify presence,,,
Nikephoros,160,339915,Chostiane (Moglena),,,Lavra,262.57,Chostiane (Moglena): was bequeathed by his father <Leon 177> and had confirmed by chrysobull the chorion of Chostiane (Moglena),Does not specify presence,,,
Nikephoros,160,339916,Mesolimna (near Thessalonike),,,Lavra,262.57,Mesolimna (near Thessalonike): was bequeathed by his father <Leon 177> and had confirmed by chrysobull the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Anonymi,177,339777,Ano (Macedonia),,,Lavra,262.57,Ano (Macedonia): were bequeathed by their father <Leon 177> and had confirmed by chrysobull the proasteion of Ano (Macedonia),Does not specify presence,,,
Anonymi,177,339779,Chostiane (Moglena),,,Lavra,262.57,Chostiane (Moglena): were bequeathed by their father <Leon 177> and had confirmed by chrysobull the chorion of Chostiane (Moglena),Does not specify presence,,,
Anonymi,177,339780,Mesolimna (near Thessalonike),,,Lavra,262.57,Mesolimna (near Thessalonike): were bequeathed by their father <Leon 177> and had confirmed by chrysobull the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,
Niketas,159,339786,Strymon,https://pleiades.stoa.org/places/501629,,Lavra,267.1-2,"Strymon: was anagrapheus of Boleron, Thessalonike and Strymon",Dignity,,,
Niketas,159,339787,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,267.1-2,"Thessalonike: was anagrapheus of Boleron, Strymon and Thessalonike",Dignity,,,
Niketas,159,339785,Boleron,,,Lavra,267.l-2,"Boleron: was anagrapheus of Strymon, Thessalonike and Boleron",Dignity,,,
Nikolaos,218,339788,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,268.28,Athos: Great Lavra: was hegoumenos of  Great Lavra,Dignity,,,
Niketas,159,339789,Boleron,,,Lavra,274.11,"Boleron: was krites of Strymon, Thessalonike and Boleron",Dignity,,,
Niketas,159,339790,Strymon,https://pleiades.stoa.org/places/501629,,Lavra,274.11,"Strymon: was krites of Boleron, Thessalonike and Strymon",Dignity,,,
Niketas,159,339791,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,274.11,"Thessalonike: was krites of Boleron, Strymon and Thessalonike",Dignity,,,
Nikolaos,219,339807,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a property at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Maria,164,339803,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a vineyard and some land at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Konstantinos,238,339805,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a property and bought from <Ioannes 384> and <Maria 164> an adjacent vineyard and some land at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Ioannes,384,339802,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a vineyard and some land at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Ioannes,385,339806,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a property at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Anonyma,204,339804,Marmarosyrtes (outside Thessalonike),,,Lavra,277.16,Marmarosyrtes (outside Thessalonike): owned a vineyard at Marmarosyrtes (outside Thessalonike),Does not specify presence,,,
Maria,164,339800,Thessalonike: Asomatoi,https://pleiades.stoa.org/places/491741,,Lavra,278.34,Thessalonike: Asomatoi: owned a house in the neighbourhood of  Asomatoi,Does not specify presence,,,
Konstantinos,239,339801,Thessalonike: Asomatoi,https://pleiades.stoa.org/places/491741,,Lavra,278.34,Thessalonike: Asomatoi: owned a property in the neighbourhood of  Asomatoi,Does not specify presence,,,
Ioannes,384,339799,Thessalonike: Asomatoi,https://pleiades.stoa.org/places/491741,,Lavra,278.34,Thessalonike: Asomatoi: owned a house in the neighbourhood of  Asomatoi,Does not specify presence,,,
Demetrios,158,339808,Thessalonike: Asomatoi,https://pleiades.stoa.org/places/491741,,Lavra,278.34,Thessalonike: Asomatoi: owned a house in the neighbourhood of  Asomatoi,Does not specify presence,,,
Stephanos,152,339797,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,278.35,Thessalonike: was primikerios of the nomikoi of Thessalonike,Dignity,,,
Stephanos,152,339795,Thessalonike: Nea,https://pleiades.stoa.org/places/491741,,Lavra,"278.35, 278.42",Thessalonike: Nea: was chartoularios of the  Nea,Dignity,,,
Stephanos,152,339796,Thessalonike: Hagia Sophia,,https://www.geonames.org/6779077,Lavra,"278.35, 278.42",Thessalonike: Hagia Sophia: was a klerikos of  Hagia Sophia,Dignity,,,
Katharos,101,339798,Thessalonike: Kyrtou,,,Lavra,278.37,Thessalonike: Kyrtou: was presbyter of  Kyrtou,Dignity,,,
Damianos,107,339809,Athos: Theotokos Kalaphatou,https://pleiades.stoa.org/places/501365,,Lavra,280.2,Athos: Theotokos Kalaphatou: was hegoumenos of the monastery of  Theotokos Kalaphatou,Dignity,,,
Iakobos,109,339810,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,280.4,Athos: Great Lavra: was hegoumenos of the monastery of  Great Lavra,Dignity,,,
Iakobos,109,339822,Athos: Theotokos Kalaphatou,https://pleiades.stoa.org/places/501365,,Lavra,280.9,Athos: Theotokos Kalaphatou: was offered by <Damianos 107> the monastery of  Theotokos Kalaphatou,Does not specify presence,,,
Damianos,107,339821,Athos: Theotokos Kalaphatou,https://pleiades.stoa.org/places/501365,,Lavra,280.9,Athos: Theotokos Kalaphatou: offered to <Iakobos 109> his monastery of  Theotokos Kalaphatou,Does not specify presence,,,
Kyrillos,107,339812,Athos: Akindynou,https://pleiades.stoa.org/places/501365,,Lavra,281.24,Athos: Akindynou: was a monk at the monastery of  Akindynou,Does not specify presence,,,
Kosmas,116,339811,"Athos, Mount",https://pleiades.stoa.org/places/501365,,Lavra,281.26,"Athos, Mount: was protos of Athos, Mount",Dignity,,,
Nikephoros,158,339813,Athos: Zygou,https://pleiades.stoa.org/places/501365,,Lavra,281.27,Athos: Zygou: was a monk at the monastery of  Zygos,Does not specify presence,,,
Loukas,107,339814,Athos: Theotokos Strobilaia,https://pleiades.stoa.org/places/501365,,Lavra,281.27,Athos: Theotokos Strobilaia: was a monk at the monastery of  Theotokos Strobilaia,Does not specify presence,,,
Ioannikios,109,339818,Athos: Chromitisses,https://pleiades.stoa.org/places/501365,,Lavra,281.28,Athos: Chromitisses: was a monk at the monastery of  Chromitisses,Does not specify presence,,,
Gabriel,104,339816,Athos: Hagios Theodosios,https://pleiades.stoa.org/places/501365,,Lavra,281.28,Athos: Hagios Theodosios: was a monk and presbyter at the monastery of  Hagios Theodosios,Does not specify presence,,,
David,113,339815,Athos: Kalyka,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735972,Lavra,281.28,Athos: Kalyka: was a monk at the monastery of  Kalyka,Does not specify presence,,,
Kosmas,117,339819,Athos: Hagios Philippos,https://pleiades.stoa.org/places/501365,,Lavra,281.29,Athos: Hagios Philippos: was a monk at the monastery of  Hagios Philippos,Does not specify presence,,,
Ioasaph,101,339817,Athos: Skorpiou,https://pleiades.stoa.org/places/501365,,Lavra,281.29,Athos: Skorpiou: was a monk and presbyter at the monastery of  Skorpiou,Dignity,,,
Anastasios,108,339820,Athos: Stephanitze,https://pleiades.stoa.org/places/501365,,Lavra,281.29,Athos: Stephanitze: was a monk at the monastery of  Stephanitze,Does not specify presence,,,
Theophylaktos,115,339823,Athos: Great Lavra,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735148,Lavra,285.9,Athos: Great Lavra: was hegoumenos of the monastery of  Great Lavra,Dignity,,,
Marianos,104,339824,Barzachanion (Thrace?),,,Lavra,292.4,Barzachanion (Thrace?): owned and donated to Lavra the proasteion of Barzachanion (Thrace?),Does not specify presence,,,
Andronikos,113,339828,Barzachanion (Thrace?),,,Lavra,292.7,Barzachanion (Thrace?): took away from Lavra the proasteion of Barzachanion (Thrace?),Does not specify presence,,,
Konstantinos,240,339831,Barzachanion (Thrace?),,,Lavra,293.24,Barzachanion (Thrace?): was ordered by <Alexios 1> to prepare a praktikon and transfer (from Lavra) to the orphanotropheion the proasteion of Barzachanion (Thrace?),Does not specify presence,,,
Konstantinos,241,339832,Barzachanion (Thrace?),,,Lavra,293.29,Barzachanion (Thrace?): transferred (from Lavra) to the orphanotropheion on behalf of <Konstantinos 240> the proasteion of Barzachanion (Thrace?),Does not specify presence,,,
Michael,252,339825,Boleron,,,Lavra,293.35,"Boleron: was krites of Strymon, Thessalonike and Boleron",Dignity,,,
Michael,252,339826,Strymon,https://pleiades.stoa.org/places/501629,,Lavra,293.35,"Strymon: was krites of Boleron, Thessalonike and Strymon",Dignity,,,
Michael,252,339827,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,293.35,"Thessalonike: was krites of Boleron, Strymon and Thessalonike",Dignity,,,
Michael,252,339833,Asmalou (near Thessalonike),,,Lavra,293.47,Asmalou (near Thessalonike): transferred to Lavra through <Leon 181> the proasteion of Asmalou (near Thessalonike),Does not specify presence,,,
Leon,181,339835,Asmalou (near Thessalonike),,,Lavra,293.47,Asmalou (near Thessalonike): transferred to Lavra the proasteion of Asmalou (near Thessalonike),Does not specify presence,,,
Michael,252,339834,Lorotomou (near Thessalonike),,,Lavra,294.49,Lorotomou (near Thessalonike): transferred to Lavra through <Leon 181> the proasteion of Lorotomou (near Thessalonike),Does not specify presence,,,
Leon,181,339836,Lorotomou (near Thessalonike),,,Lavra,294.49,Lorotomou (near Thessalonike): transferred to Lavra the proasteion of Lorotomou (near Thessalonike),Does not specify presence,,,
Nikephoros,160,339897,Archontochorion (near Thessalonike?),,,Lavra,313.27,"Archontochorion (near Thessalonike?): owned an estate with paroikoi, beasts of burden and lands at Archontochorion (near Thessalonike?)",Does not specify presence,,,
Nikephoros,160,339898,Chostiane (Moglena),,,Lavra,313.27,"Chostiane (Moglena): owned an estate with paroikoi, beasts of burden and lands at Chostiane (Moglena)",Does not specify presence,,,
Nikephoros,160,339899,Ta Adrinou (Thrace),,,Lavra,313.34,Ta Adrinou (Thrace): owned an estate in the petiton of Delkos at Ta Adrinou (Thrace),Does not specify presence,,,
Nikephoros,160,339900,Traianoupolis (Thrace),https://pleiades.stoa.org/places/501649,,Lavra,314.35,Traianoupolis (Thrace): owned rented houses within the kastron of Traianoupolis (Thrace),Does not specify presence,,,
Nikephoros,160,339901,Traianoupolis (Thrace),https://pleiades.stoa.org/places/501649,,Lavra,314.36,"Traianoupolis (Thrace): owned vineyards, fields and land outside the kastron of Traianoupolis (Thrace)",Does not specify presence,,,
Anonymus,665,339951,Archontochorion (near Thessalonike?),,,Lavra,332.46,Archontochorion (near Thessalonike?): held in pronoia the proasteion of Archontochorion (near Thessalonike?),Does not specify presence,,,
Konstantinos,242,339946,Boleron,,,Lavra,332.60,"Boleron: was doux and poraktor of Strymon, Thessalonike and Boleron",Dignity,,,
Konstantinos,242,339947,Strymon,https://pleiades.stoa.org/places/501629,,Lavra,332.60,"Strymon: was doux and poraktor of Boleron, Thessalonike and Strymon",Dignity,,,
Konstantinos,242,339948,Thessalonike,https://pleiades.stoa.org/places/491741,,Lavra,332.60-61,"Thessalonike: was doux and poraktor of Boleron, Strymon and Thessalonike",Dignity,,,
Petros,148,435117,Amalfi,https://pleiades.stoa.org/places/432670,,Leo IX  ,ep.  to Monomachos (Will) 89A.11-89B.1,Amalfi: was no longer resident in his archbishopric of Amalfi,Does not specify presence,,,
Ioannes,10102,396269,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,57.36,Bari: was archbishop of Bari,Dignity,,,
Guaimar,10101,396272,Salerno (Italy),,,Lupus protospatharius,57.44,Salerno: was prince of Salerno,Dignity,,,
Michael,10101,396279,Mottola,,,Lupus protospatharius,58.10,Mottola: was killed near Mottola,Specifies presence,"J 1040, May",source,
Argyros,10101,396281,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,58.11,Bari: besieged Bari,Specifies presence,"J 1040, May",source,
Musandus,10101,396283,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,58.12,Bari: was wounded by <Argyros 10101> and taken into Bari,Specifies presence,"J 1040, May",source,
Argyros,10101,396282,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,58.12,Bari: imprisoned the wounded <Musandus 10101> and took him into Bari,Specifies presence,"J 1040, May",source,
Argyros,10101,396293,Giovinazzo,,,Lupus protospatharius,58.28,Giovinazzo: captured Giovinazzo,Specifies presence,"J 1042, July 3",source,
Argyros,10101,396294,Trani (Italy),,,Lupus protospatharius,58.29,Trani: for a month besieged Trani,Specifies presence,"J 1042, August [TPQ]",source,
William,10101,396301,Calabria,,,Lupus protospatharius,58.35-36,Calabria: penetrated into Calabria,Specifies presence,J 1044,source,
Eustathios,10102,396303,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,58.38,Bari: gathered all exiles at Bari,Specifies presence,J 1046,source,
Eustathios,10102,396304,Taranto (Italy),https://pleiades.stoa.org/places/442810,,Lupus protospatharius,58.38-39,Taranto: fought an unsuccessful battle against the Normans near (?) Taranto,Specifies presence,"J 1046, May 8",source,Questioned interpretation
Eustathios,10102,396390,Trani (Italy),,,Lupus protospatharius,58.38-39,Trani: fought an unsuccessful battle against the Normans near (?) Trani,Specifies presence,"J 1046, May 8",source,Questioned interpretation
Argyros,10102,396274,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,58.5,Bari: hailed from Bari,Does not specify presence,,,
Nikephoros,10101,396278,Apulia,https://pleiades.stoa.org/places/442469,,Lupus protospatharius,58.9,Apulia: drove the conterati out of Apulia,Specifies presence,J 1040,source,
Henry,53,396391,Rome,https://pleiades.stoa.org/places/423025,,Lupus protospatharius,59.1,Rome: (called Conrad) came to Rome,Specifies presence,J 1046,source,
Argyros,10101,396310,Italy,,,Lupus protospatharius,59.14,Italy: was doux of Italy,Dignity,,,
Argyros,10101,396311,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,59.15,Bari: returned to Italy but was not granted entry to Bari,Specifies presence,"J 1051, March",source,
Adralestos,10101,396312,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,59.16,Bari: before the return of <Argyros 10101> was in a dominant position in Bari,Does not specify presence,,,
Romuald,10102,396316,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,59.16-17,Bari: was a prominent citizen of Bari,Does not specify presence,,,
Petros,10101,396315,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,59.16-17,Bari: was a prominent citizen of Bari,Does not specify presence,,,
Michael,10108,396327,Brindisi,https://pleiades.stoa.org/places/442509,,Lupus protospatharius,59.33,Brindisi: may possibly have been captured in <Robert 61>'s assault on Brindisi,Specifies presence,"J 1062, March",source,
Geoffrey,10101,396393,Taranto (Italy),https://pleiades.stoa.org/places/442810,,Lupus protospatharius,59.34,Taranto: (unnamed) captured Taranto,Does not specify presence,,,
Michael,10108,396331,Romania,,,Lupus protospatharius,59.38-39,Romania: stopped an invasion of Romania,Does not specify presence,,,
Geoffrey,10101,396332,Romania,,,Lupus protospatharius,59.38-39,Romania: made an unsuccesful attempt to invade Romania,Does not specify presence,,,
Geoffrey,10102,396336,Montepeloso,,,Lupus protospatharius,59.47-48,Montepeloso: was responsible for the betrayal and capture of Montepeloso,Specifies presence,"J 1068, February 16",source,
Argyritzos,10101,396343,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,60.10-11,Bari: by treachery killed <Bisantius 10102> at Bari,Specifies presence,J 1071,source,
Bisantius,10102,396342,Bari (Apulia),https://pleiades.stoa.org/places/442500,,Lupus protospatharius,60.11,Bari: was murdered at Bari,Specifies presence,J 1071,source,
Laycus,101,445022,Amalfi,https://pleiades.stoa.org/places/432670,,"Michel, Amalfi",35.4,Amalfi: was a cleric from Amalfi,Does not specify presence,,,
